id,strain,sire,dam1,dam2,dam3,dam4,sex,generation,dob,litter.size,sevrage,dtc,n.females,n.males,n.sibs,n.cage,cage.id,cage.type,sire.present,multiple.dams,coat.color,d40,d50,d60,bw30,bw40,bw50,bw60,comments.x,age.sev,age.40,age.50,age.60,g1,g2,g3,pwg,dam1.age,dam2.age,dam3.age,dam4.age,dam.age,sac.date,sac.age,time,na,nt,femur,ecw,liver,spleen,kidney,heart,testis,gfp,rfp,mfp,ffp,brain,muscle,X1g_wt,comments.y,tail,tf
5255,B6.A-15 BC1,3516,3578,=,=,=,M,BC1,2011-11-28,6,2012-01-04,-,2,4,6,4,149,S,1,1,B,2012-01-07,2012-01-17,2012-01-27,15.33,19.85,-,21.9,CHECK,37,40,50,60,4.52,-,-,6.57,71,=,=,=,71,2012-01-29,62,15:25:00,90,167,14.25,8.599,0.993,0.061,0.238,0.09,0.099,0.223,0.039,0.165,0.238,0.38,0.111,1,=,77,0.665
5256,B6.A-15 BC1,3516,3578,=,=,=,M,BC1,2011-11-28,6,2012-01-04,-,2,4,6,4,149,S,1,1,B,2012-01-07,2012-01-17,2012-01-27,17.27,21.53,-,21.63,CHECK,37,40,50,60,4.26,-,-,4.36,71,=,=,=,71,2012-01-29,62,15:38:00,88,165,14.45,9.416,0.941,0.066,0.254,0.102,0.102,0.264,0.056,0.172,0.248,-,0.132,1,=,77,0.74
5257,B6.A-15 BC1,3516,3578,=,=,=,M,BC1,2011-11-28,6,2012-01-04,-,2,4,6,4,149,S,1,1,B,2012-01-07,2012-01-17,2012-01-27,17.33,20.46,-,20.98,CHECK,37,40,50,60,3.13,-,-,3.65,71,=,=,=,71,2012-01-29,62,15:55:00,93,169,14.3,8.748,0.902,0.062,0.264,0.105,0.105,0.292,0.053,0.174,0.263,0.381,0.134,1,=,76,0.782
5265,B6.A-19 F1,4701,4770,=,=,=,M,F1,2011-12-04,8,2012-01-05,-,2,6,8,6,152,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.84,19.21,20.95,23.55,=,32,40,50,60,2.37,1.74,2.6,6.71,128,=,=,=,128,2013-06-11,555,09:04:00,104,191,15.7,11.992,1.527,0.068,0.394,0.168,0.21,0.571,0.145,0.225,0.385,0.389,0.178,=,=,87,1.326
5266,B6.A-19 F1,4701,4770,=,=,=,M,F1,2011-12-04,8,2012-01-05,-,2,6,8,6,152,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,17.5,20.49,22.04,23.9,=,32,40,50,60,2.99,1.55,1.86,6.4,128,=,=,=,128,2013-06-11,555,09:40:00,105,194,15.6,12.379,1.508,0.06,0.43,0.136,0.198,0.882,0.226,0.399,0.454,0.409,0.178,=,=,89,1.961
5267,B6.A-19 F1,4701,4770,=,=,=,M,F1,2011-12-04,8,2012-01-05,-,2,6,8,6,152,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.51,19.37,20.88,23.15,=,32,40,50,60,2.86,1.51,2.27,6.64,128,=,=,=,128,2013-06-06,550,08:53:00,106,193,15.55,12.183,1.68,0.043,0.406,0.137,0.195,0.736,0.244,0.24,0.463,0.406,0.165,=,=,87,1.683
5268,B6.A-19 F1,4701,4770,=,=,=,M,F1,2011-12-04,8,2012-01-05,-,2,6,8,6,152,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.61,20.89,21.7,24.48,=,32,40,50,60,4.28,0.81,2.78,7.87,128,=,=,=,128,2013-06-06,550,09:09:00,110,196,15.77,13.468,1.966,0.071,0.46,0.156,0.201,1.659,0.5,0.668,0.844,0.414,0.284,=,=,86,3.671
5269,B6.A-19 F1,4701,4770,=,=,=,M,F1,2011-12-04,8,2012-01-05,-,2,6,8,6,152,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,17.7,19.51,21.28,23.62,=,32,40,50,60,1.81,1.77,2.34,5.92,128,=,=,=,128,2013-06-11,555,09:22:30,109,194,15.85,12.647,1.925,0.087,0.455,0.136,0.212,1.194,0.332,0.53,0.667,0.404,0.186,=,=,85,2.723
5273,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2011-12-04,9,2012-01-05,-,4,5,9,5,154,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,15.23,19.14,21.04,23.01,=,32,40,50,60,3.91,1.9,1.97,7.78,80,=,=,=,80,2012-02-02,60,10:00:00,90,169,14.15,9.409,1.228,0.059,0.256,0.111,0.165,0.246,0.049,0.131,0.285,0.404,0.123,1,=,79,0.711
5274,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2011-12-04,9,2012-01-05,-,4,5,9,5,154,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.34,20.12,22.04,23.81,=,32,40,50,60,3.78,1.92,1.77,7.47,80,=,=,=,80,2012-02-02,60,10:13:00,95,170,14.36,9.658,1.179,0.066,0.268,0.108,0.169,0.273,0.062,0.193,0.265,0.409,0.15,1,=,75,0.793
5275,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2011-12-04,9,2012-01-05,-,4,5,9,5,154,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.22,19.33,20.54,22.87,=,32,40,50,60,3.11,1.21,2.33,6.65,80,=,=,=,80,2012-02-02,60,10:51:00,94,173,14.3,9.313,1.098,0.067,0.259,0.112,0.17,0.276,0.054,0.196,0.266,0.413,0.15,1,=,79,0.792
5276,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2011-12-04,9,2012-01-05,-,4,5,9,5,154,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,15.17,19.52,21.51,24.41,=,32,40,50,60,4.35,1.99,2.9,9.24,80,=,=,=,80,2012-02-02,60,10:51:00,93,176,14.55,9.742,1.182,0.075,0.268,0.116,0.119,0.298,0.062,0.195,0.26,0.407,0.14,1,=,83,0.815
5277,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2011-12-04,9,2012-01-05,-,4,5,9,5,154,S,1,1,B,2012-01-13,2012-01-23,2012-02-02,16.56,20.21,23.38,24.66,=,32,40,50,60,3.65,3.17,1.28,8.1,80,=,=,=,80,2012-02-02,60,11:05:00,94,175,14.9,10.107,1.187,0.07,0.284,0.124,0.158,0.283,0.049,0.179,0.25,-,0.129,1,=,81,0.761
5285,B6,4745,4792,=,=,=,M,3,2011-12-03,8,2012-01-05,-,4,4,8,4,156,S,1,1,B,2012-01-12,2012-01-22,2012-02-01,18.05,20.13,22.89,24.42,=,33,40,50,60,2.08,2.76,1.53,6.37,117,=,=,=,117,2013-05-30,544,08:45:00,108,196,15.55,14.012,1.856,0.083,0.443,0.147,0.181,0.153,0.372,0.587,0.603,0.408,0.171,=,=,88,1.715
5291,B6.A-15 BC1,3509,3571,3572,4924,=,M,BC1,2011-12-07,5,2012-01-06,-,3,2,5,2,159,S,1,1,B,2012-01-18,2012-01-26,2012-02-05,14.65,20.4,22.94,25.4,D40+2; check dams,30,42,50,60,5.75,2.54,2.46,10.75,84,84,70,=,80,2012-02-06,61,09:45:00,94,174,15,10.718,1.442,0.091,0.313,0.129,0.154,0.242,0.03,0.158,0.225,0.382,0.168,1,=,80,0.655
5292,B6.A-15 BC1,3509,3571,3572,4924,=,M,BC1,2011-12-07,5,2012-01-06,-,3,2,5,2,159,S,1,1,B,2012-01-18,2012-01-26,2012-02-05,17.45,21.15,22.12,27.06,D40+2,30,42,50,60,3.7,0.97,4.94,9.61,84,84,70,=,80,2012-02-06,61,10:05:00,95,176,14.75,10.678,1.479,0.112,0.336,0.134,0.173,0.245,0.035,0.168,0.244,0.397,0.163,1,=,81,0.692
5606,B6.A-15 BC1,3509,3571,3572,4924,=,M,BC1,2012-01-30,3,2012-01-29,2012-01-29,1,2,3,2,232,S,1,1,B,2012-03-10,2012-03-20,2012-03-30,17,20.52,23.56,26.38,=,-1,40,50,60,3.52,3.04,2.82,9.38,138,138,124,=,134,2012-03-30,60,14:18:00,93,175,15,10.494,1.38,0.099,0.28,0.117,0.164,0.266,0.038,0.159,0.22,0.417,0.153,0.999,=,82,0.683
5607,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2012-01-31,10,2012-03-01,2012-03-01,8,2,10,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,12.14,18.52,21.73,23.92,=,30,40,50,60,6.38,3.21,2.19,11.78,138,=,=,=,138,2012-04-02,62,11:00:00,91,170,14.5,9.88,1.237,0.078,0.261,0.106,0.167,0.357,0.082,0.207,0.321,0.402,0.142,1,=,79,0.967
5608,B6.A-15 BC1,3509,3571,3572,4924,=,M,BC1,2012-01-30,3,2012-01-29,2012-01-29,1,2,3,2,232,S,1,1,B,2012-03-10,2012-03-20,2012-03-30,13.76,20.76,24.37,26.58,=,-1,40,50,60,7,3.61,2.21,12.82,138,138,124,=,134,2012-03-30,60,14:28:00,94,176,14.65,11.134,1.299,0.086,0.283,0.127,0.161,0.24,0.038,0.155,0.226,0.425,0.161,0.999,=,82,0.659
5609,B6.A-15 BC1,3515,3566,=,=,=,M,BC1,2012-01-31,10,2012-03-01,2012-03-01,8,2,10,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,11.15,16.95,20.38,22.83,=,30,40,50,60,5.8,3.43,2.45,11.68,138,=,=,=,138,2012-04-02,62,11:23:00,90,168,14.35,9.542,1.162,0.072,0.254,0.1,0.157,0.108,0.038,0.165,0.238,0.406,0.151,1,=,78,0.549
5610,B6.A-15 BC1,3515,3565,=,=,=,M,BC1,2012-01-31,5,2012-03-01,2012-03-01,1,4,5,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,16.05,20.84,23.85,25.15,CHECK DAM,30,40,50,60,4.79,3.01,1.3,9.1,138,=,=,=,138,2012-04-02,62,11:35:00,94,173,14.65,10.783,1.301,0.115,0.281,0.123,0.168,0.322,0.068,0.228,0.308,0.414,0.141,1,=,79,0.926
5611,B6.A-15 BC1,3515,3565,=,=,=,M,BC1,2012-01-31,5,2012-03-01,2012-03-01,1,4,5,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,15.02,20.25,23.49,25.74,=,30,40,50,60,5.23,3.24,2.25,10.72,138,=,=,=,138,2012-04-02,62,11:48:00,93,170,14.8,10.235,1.173,0.067,0.272,0.113,0.186,0.486,0.12,0.257,0.377,0.427,0.151,1,=,77,1.24
5612,B6.A-15 BC1,3515,3565,=,=,=,M,BC1,2012-01-31,5,2012-03-01,2012-03-01,1,4,5,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,16.25,20.89,23.75,25.75,=,30,40,50,60,4.64,2.86,2,9.5,138,=,=,=,138,2012-04-02,62,11:58:00,94,174,14.9,10.757,1.157,0.076,0.285,0.123,0.185,0.344,0.061,0.208,0.298,0.423,0.161,1,=,80,0.911
5613,B6.A-15 BC1,3515,3565,=,=,=,M,BC1,2012-01-31,5,2012-03-01,2012-03-01,1,4,5,6,233,S,0,0,B,2012-03-11,2012-03-21,2012-03-31,15.61,20.6,24.06,27.15,=,30,40,50,60,4.99,3.46,3.09,11.54,138,=,=,=,138,2012-04-02,62,12:08:00,96,177,14.7,11.166,1.223,0.09,0.296,0.138,0.178,0.438,0.088,0.227,0.337,0.448,0.187,1,rna/chip,81,1.09
5614,B6.A-X F1,4712,4758,=,=,=,M,F1,2012-02-02,7,2012-03-03,2012-03-03,4,3,7,4,234,S,0,1,B,2012-03-13,2012-03-23,2012-04-02,15.43,20.25,23.07,24.92,=,30,40,50,60,4.82,2.82,1.85,9.49,194,=,=,=,194,2012-04-03,61,14:53:00,95,174,14.6,10.709,1.085,0.07,0.253,0.115,0.181,0.388,0.081,0.195,0.311,0.41,0.173,1,=,79,0.975
5615,B6.A-X F1,4712,4758,=,=,=,M,F1,2012-02-02,7,2012-03-03,2012-03-03,4,3,7,4,234,S,0,1,B,2012-03-13,2012-03-23,2012-04-02,16.65,19.57,22.64,24.03,=,30,40,50,60,2.92,3.07,1.39,7.38,194,=,=,=,194,2012-04-03,61,15:10:00,94,175,14.7,10.018,0.999,0.071,0.247,0.13,0.191,0.34,0.063,0.142,0.294,0.4,0.157,1,rna/chip,81,0.839
5616,B6.A-X F1,4712,4758,=,=,=,M,F1,2012-02-02,7,2012-03-03,2012-03-03,4,3,7,4,235,S,0,1,B,2012-03-13,2012-03-23,2012-04-02,15.31,19.05,21.16,22.81,=,30,40,50,60,3.74,2.11,1.65,7.5,194,=,=,=,194,2012-04-03,61,15:26:00,93,173,14.55,9.347,0.946,0.075,0.243,0.098,0.181,0.27,0.05,0.144,0.272,0.415,0.162,1,=,80,0.736
5617,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-02-02,5,2012-03-03,2012-03-03,2,3,5,4,234,S,1,1,B,2012-03-13,2012-03-23,2012-04-02,19.34,22.03,23.73,23.46,=,30,40,50,60,2.69,1.7,-0.27,4.12,111,111,111,=,111,2012-04-03,61,15:42:00,92,176,14.75,9.736,1.019,0.071,0.256,0.097,0.168,0.325,0.06,0.146,0.27,0.388,0.144,1,=,84,0.801
5618,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-02-02,5,2012-03-03,2012-03-03,2,3,5,4,234,S,1,1,B,2012-03-13,2012-03-23,2012-04-02,18.04,20.5,21.45,22.25,=,30,40,50,60,2.46,0.95,0.8,4.21,111,111,111,=,111,2012-04-03,61,15:58:00,91,173,14.5,9.622,0.947,0.07,0.23,0.1,0.142,0.251,0.039,0.133,0.21,0.37,0.157,1,=,82,0.633
5619,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-02-02,5,2012-03-03,2012-03-03,2,3,5,4,235,S,1,1,B,2012-03-13,2012-03-23,2012-04-02,14.05,18.88,21.02,23.76,=,30,40,50,60,4.83,2.14,2.74,9.71,111,111,111,=,111,2012-04-03,61,16:14:00,94,171,14.35,9.586,1.039,0.067,0.239,0.107,0.172,0.382,0.078,0.198,0.404,0.4,0.154,1,=,77,1.062
5620,B6.A-15 BC1,3595,3599,3600,4901,=,M,BC1,2012-02-02,5,2012-03-03,2012-03-03,3,2,5,4,235,S,1,1,B,2012-03-13,2012-03-23,2012-04-02,15.48,22.02,25.24,26.64,=,30,40,50,60,6.54,3.22,1.4,11.16,133,133,133,=,133,2012-04-03,61,16:27:00,96,180,14.9,10.961,0.807,0.101,0.334,0.133,0.162,0.515,0.098,0.281,0.378,0.42,0.185,1,=,84,1.272
5621,B6.A-15 BC1,3595,3599,3600,4901,=,M,BC1,2012-02-02,5,2012-03-03,2012-03-03,3,2,5,4,235,S,1,1,B,2012-03-13,2012-03-23,2012-04-02,16.22,22.86,24.35,26.91,=,30,40,50,60,6.64,1.49,2.56,10.69,133,133,133,=,133,2012-04-03,61,16:42:00,95,180,14.75,11.301,1.076,0.084,0.305,0.132,0.202,0.454,0.095,0.275,0.353,-,0.18,1,=,85,1.177
5622,B6.A-15 BC1,3511,3562,=,=,=,M,BC1,2012-02-03,7,2012-03-03,2012-03-03,2,5,7,5,236,S,0,0,B,2012-03-14,2012-03-24,2012-04-03,14.01,19.89,21.84,24.53,D30-1,29,40,50,60,5.88,1.95,2.69,10.52,141,=,=,=,141,2012-04-04,61,14:43:00,93,172,14.55,9.693,1.201,0.085,0.245,0.112,0.18,0.401,0.087,0.238,0.291,0.403,0.144,1,=,79,1.017
5623,B6.A-15 BC1,3511,3562,=,=,=,M,BC1,2012-02-03,7,2012-03-03,2012-03-03,2,5,7,5,236,S,0,0,B,2012-03-14,2012-03-24,2012-04-03,15.38,20.7,22.9,25.5,D30-1,29,40,50,60,5.32,2.2,2.6,10.12,141,=,=,=,141,2012-04-04,61,15:04:00,98,172,14.6,10.541,1.072,0.068,0.263,0.117,0.177,0.36,0.064,0.19,0.275,0.405,0.155,1,=,74,0.889
5624,B6.A-15 BC1,3511,3562,=,=,=,M,BC1,2012-02-03,7,2012-03-03,2012-03-03,2,5,7,5,236,S,0,0,B,2012-03-14,2012-03-24,2012-04-03,15.16,20.33,22.5,24.72,D30-1,29,40,50,60,5.17,2.17,2.22,9.56,141,=,=,=,141,2012-04-04,61,15:18:00,96,177,14.65,9.83,0.983,0.062,0.246,0.106,0.183,0.339,0.083,0.193,0.312,0.43,0.149,1,=,81,0.927
5625,B6.A-15 BC1,3511,3562,=,=,=,M,BC1,2012-02-03,7,2012-03-03,2012-03-03,2,5,7,5,236,S,0,0,B,2012-03-14,2012-03-24,2012-04-03,13.51,19.81,21.35,23.69,D30-1,29,40,50,60,6.3,1.54,2.34,10.18,141,=,=,=,141,2012-04-04,61,15:34:00,93,170,14.5,9.512,0.984,0.064,0.224,0.105,0.171,0.372,0.074,0.195,0.289,0.405,0.152,1,=,77,0.93
5626,B6.A-15 BC1,3511,3562,=,=,=,M,BC1,2012-02-03,7,2012-03-03,2012-03-03,2,5,7,5,236,S,0,0,B,2012-03-14,2012-03-24,2012-04-03,10.64,17.34,20.23,23.82,D30-1,29,40,50,60,6.7,2.89,3.59,13.18,141,=,=,=,141,2012-04-04,61,15:51:00,94,167,14.3,9.61,0.786,0.089,0.272,0.116,0.153,0.273,0.06,0.216,0.305,0.41,0.148,1,=,73,0.854
5627,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,237,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,12.72,17.75,20.94,23,=,30,40,50,60,5.03,3.19,2.06,10.28,98,=,=,=,98,2012-04-06,61,15:34:00,93,171,14.5,9.406,0.957,0.053,0.256,0.103,0.165,0.257,0.047,0.162,0.247,0.401,0.148,1,=,78,0.713
5628,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,237,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,13.36,17.52,18.92,21.04,=,30,40,50,60,4.16,1.4,2.12,7.68,98,=,=,=,98,2012-04-06,61,15:52:00,91,172,14.3,8.567,0.912,0.051,0.223,0.092,0.176,0.24,0.043,0.137,0.246,0.403,0.141,1,=,81,0.666
5629,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,237,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,14.04,20.42,23.03,24.97,=,30,40,50,60,6.38,2.61,1.94,10.93,98,=,=,=,98,2012-04-06,61,16:20:00,94,176,14.85,10.213,1.077,0.068,0.278,0.115,0.158,0.329,0.058,0.176,0.262,0.395,0.16,1,tissues are in tubes 5630 and viceversa,82,0.825
5630,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,237,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,12.85,17.94,19.28,21.26,=,30,40,50,60,5.09,1.34,1.98,8.41,98,=,=,=,98,2012-04-06,61,16:07:00,90,171,14.4,8.577,0.852,0.063,0.227,0.098,0.163,0.296,0.046,0.156,0.248,0.388,0.119,1,tissues are in tubes 5629 and viceversa,81,0.746
5631,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,238,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,14.08,19.01,21.52,24.56,=,30,40,50,60,4.93,2.51,3.04,10.48,98,=,=,=,98,2012-04-06,61,16:38:00,93,173,14.65,9.587,1.006,0.073,0.262,0.112,0.165,0.321,0.068,0.194,0.3,0.391,0.148,1,rna/chip,80,0.883
5632,B6.A-17 BC1,5010,5011,=,=,=,M,BC1,2012-02-05,9,2012-03-06,2012-03-06,3,6,9,4,238,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,11.75,16.61,19.58,23.9,=,30,40,50,60,4.86,2.97,4.32,12.15,98,=,=,=,98,2012-04-06,61,16:53:00,92,174,14.25,9.186,0.734,0.086,0.259,0.112,0.143,0.301,0.06,0.204,0.289,0.422,0.174,1,ball of femur was flat; adj = 0.1,82,0.854
5637,B6.A-19 BC1,5023,5060,5061,5062,=,M,BC1,2012-02-05,3,2012-03-06,2012-03-06,2,1,3,4,238,S,1,1,B,2012-03-16,2012-03-26,2012-04-05,16.13,19.63,21.06,24.89,=,30,40,50,60,3.5,1.43,3.83,8.76,87,87,87,=,87,2012-04-06,61,17:10:00,94,175,14.4,9.495,1.022,0.07,0.27,0.114,0.171,0.367,0.069,0.176,0.303,0.42,0.173,1,=,81,0.915
5638,B6.A-15 BC1,3595,3599,3600,4901,=,M,BC1,2012-02-06,1,2012-03-07,2012-03-07,0,1,1,4,238,S,1,1,B,2012-03-16,2012-03-27,2012-04-06,16.35,20.41,21.89,26.5,D40-1,30,39,50,60,4.06,1.48,4.61,10.15,137,137,137,=,137,2012-04-06,60,17:26:00,97,175,14.65,11.052,1.082,0.073,0.355,0.121,0.177,0.342,0.083,0.2,0.341,0.425,0.17,1,=,78,0.966
5644,B6.A-19 BC1,5024,5063,5064,=,=,M,BC1,2012-02-07,9,2012-03-08,2012-03-08,5,1,6,5,240,S,1,1,B,2012-03-18,2012-03-28,2012-04-06,12.04,14.58,17.32,20.81,D60-1,30,40,50,59,2.54,2.74,3.49,8.77,89,89,=,=,89,2012-04-06,59,15:08:00,86,163,-,8.313,0.958,0.055,0.202,0.086,0.133,0.201,0.036,0.133,0.245,-,0.121,0.999,=,77,0.615
5645,B6.A-19 BC1,5023,5060,=,=,=,M,BC1,2012-02-07,7,2012-03-08,2012-03-08,4,2,6,5,240,S,0,0,B,2012-03-18,2012-03-28,2012-04-06,10.62,15.4,19.69,22.37,D60-1,30,40,50,59,4.78,4.29,2.68,11.75,89,=,=,=,89,2012-04-06,59,15:26:00,92,164,14.2,8.788,0.799,0.093,0.269,0.128,0.144,0.283,0.05,0.173,0.329,0.424,0.14,0.999,=,72,0.835
5646,B6.A-19 BC1,5023,5060,=,=,=,M,BC1,2012-02-07,7,2012-03-08,2012-03-08,4,2,6,5,240,S,0,0,B,2012-03-18,2012-03-28,2012-04-06,13.07,16.95,19.64,21.88,D60-1,30,40,50,59,3.88,2.69,2.24,8.81,89,=,=,=,89,2012-04-06,59,15:41:00,89,165,-,8.778,0.891,0.062,0.238,0.101,0.162,0.292,0.05,0.161,0.268,0.399,0.155,0.999,rna/chip,76,0.771
5647,B6.A-19 BC1,4933,4950,4951,4952,=,M,BC1,2012-02-07,9,2012-03-08,2012-03-08,5,4,9,4,241,S,1,1,B,2012-03-18,2012-03-28,2012-04-06,17.02,20,23.21,25.53,D60-1,30,40,50,59,2.98,3.21,2.32,8.51,122,122,122,=,122,2012-04-06,59,15:57:00,93,175,14.7,10.556,1.065,0.069,0.301,0.12,0.175,0.348,0.063,0.186,0.304,0.403,0.164,0.999,=,82,0.901
5648,B6.A-19 BC1,4933,4950,4951,4952,=,M,BC1,2012-02-07,9,2012-03-08,2012-03-08,5,4,9,4,241,S,1,1,B,2012-03-18,2012-03-28,2012-04-06,17.72,20.87,24.56,25.64,D60-1,30,40,50,59,3.15,3.69,1.08,7.92,122,122,122,=,122,2012-04-06,59,16:15:00,96,178,14.95,10.699,1.098,0.061,0.302,0.114,0.171,0.431,0.067,0.219,0.303,0.419,0.17,0.999,=,82,1.02
5649,B6.A-19 BC1,4933,4950,4951,4952,=,M,BC1,2012-02-07,9,2012-03-08,2012-03-08,5,4,9,4,241,S,1,1,B,2012-03-18,2012-03-28,2012-04-06,16.7,20.04,24.14,27.03,D60-1,30,40,50,59,3.34,4.1,2.89,10.33,122,122,122,=,122,2012-04-06,59,16:30:00,94,176,14.9,10.838,1.086,0.081,0.315,0.122,0.179,0.285,0.054,0.164,0.26,0.407,0.167,0.999,rna/chip,82,0.763
5650,B6.A-19 BC1,4933,4950,4951,4952,=,M,BC1,2012-02-07,9,2012-03-08,2012-03-08,5,4,9,4,241,S,1,1,B,2012-03-18,2012-03-28,2012-04-06,16.17,20.16,24.45,27.1,D60-1,30,40,50,59,3.99,4.29,2.65,10.93,122,122,122,=,122,2012-04-06,59,16:46:00,95,175,14.85,10.888,1.121,0.079,0.293,0.124,0.168,0.309,0.054,0.182,0.247,0.406,0.178,0.999,=,80,0.792
5651,B6.A-15 BC1,5104,5123,=,=,=,M,BC1,2012-02-07,5,2012-03-08,2012-03-08,2,3,5,5,240,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,13.8,18.46,22.41,23.71,=,30,40,50,60,4.66,3.95,1.3,9.91,87,=,=,=,87,2012-04-06,59,17:00:00,91,170,14.45,10.097,0.908,0.058,0.275,0.117,0.165,0.348,0.062,0.205,0.29,0.425,0.167,0.999,=,79,0.905
5652,B6.A-15 BC1,5104,5123,=,=,=,M,BC1,2012-02-07,5,2012-03-08,2012-03-08,2,3,5,5,240,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,12.65,18.33,22.86,24.58,=,30,40,50,60,5.68,4.53,1.72,11.93,87,=,=,=,87,2012-04-06,59,17:15:40,93,173,14.55,9.493,0.941,0.071,0.25,0.108,0.172,0.286,0.052,0.174,0.261,0.409,0.187,0.999,=,80,0.773
5653,B6.A-15 BC1,5104,5123,=,=,=,M,BC1,2012-02-07,5,2012-03-08,2012-03-08,2,3,5,4,242,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,14.85,19.15,23.72,26.11,=,30,40,50,60,4.3,4.57,2.39,11.26,87,=,=,=,87,2012-04-06,59,17:31:00,96,172,14.75,11.082,1.169,0.067,0.288,0.131,0.174,0.33,0.054,0.2,0.279,0.409,0.183,0.999,=,76,0.863
5654,B6.A-15 BC1,5106,5136,=,=,=,M,BC1,2012-02-07,5,2012-03-08,2012-03-08,3,1,4,4,242,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,12.5,16.99,22.19,25.13,=,30,40,50,60,4.49,5.2,2.94,12.63,81,=,=,=,81,2012-04-06,59,17:48:00,93,173,14.7,10.245,0.772,0.092,0.284,0.13,0.139,0.341,0.07,0.225,0.271,0.429,0.205,0.999,=,80,0.907
5655,B6.A-17 BC1,5008,5101,=,=,=,M,BC1,2012-02-07,8,2012-03-08,2012-03-08,6,2,8,4,242,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,14.4,17.64,22.13,24.99,=,30,40,50,60,3.24,4.49,2.86,10.59,88,=,=,=,88,2012-04-06,59,18:03:00,95,178,14.85,10.342,0.926,0.059,0.264,0.109,0.183,0.262,0.044,0.176,0.226,0.409,0.159,0.999,=,83,0.708
5656,B6.A-17 BC1,5008,5101,=,=,=,M,BC1,2012-02-07,8,2012-03-08,2012-03-08,6,2,8,4,242,S,1,0,B,2012-03-18,2012-03-28,2012-04-07,12.49,17.19,22.46,24.66,=,30,40,50,60,4.7,5.27,2.2,12.17,88,=,=,=,88,2012-04-06,59,18:17:00,93,175,14.6,10.101,0.94,0.065,0.258,0.105,0.16,0.341,0.051,0.177,0.269,0.405,0.16,0.999,rna/chip,82,0.838
5657,B6.C,5014,5040,=,=,=,M,2,2012-02-08,3,2012-03-09,2012-03-09,0,3,3,4,243,S,0,0,B,2012-03-20,2012-03-29,2012-04-08,14.9,19.51,21.48,23.4,D40+1,30,41,50,60,4.61,1.97,1.92,8.5,92,=,=,=,92,2012-04-09,61,17:06:00,92,167,14.55,9.662,1.009,0.066,0.273,0.113,0.177,0.33,0.065,0.202,0.287,0.42,0.153,1.001,=,75,0.884
5658,B6.C,5014,5040,=,=,=,M,2,2012-02-08,3,2012-03-09,2012-03-09,0,3,3,4,245,S,0,0,B,2012-03-20,2012-03-29,2012-04-08,15,20.91,24,26.26,D40+1,30,41,50,60,5.91,3.09,2.26,11.26,92,=,=,=,92,2012-04-09,61,17:25:00,91,169,14.8,10.481,1.089,0.069,0.277,0.118,0.181,0.391,0.07,0.216,0.311,0.415,0.164,1.001,=,78,0.988
